"x" "y" "yield" "nitro" "topo" "bv" "rep" "nf" "StripNo" "RowId" "row" "col" "cnitro" "nitro.sq" "cnitro.sq" "gridobject" "gridId"
-5136918.96221828 -6258682.61836704 48.66 0 "W" 177.25 "R2" "N0" "Strip: 10" 23 "23" "10" -64.9 0 4212.01 "116" "406"
-5136918.89424464 -6258674.1540015 51.45 50.6 "W" 174.62 "R2" "N2" "Strip: 11" 23 "23" "11" -14.3 2560.36 204.49 "116" "407"
-5136918.82626901 -6258665.68964087 50.58 39 "W" 174.22 "R2" "N1" "Strip: 12" 23 "23" "12" -25.9 1521 670.81 "116" "408"
-5136927.22277835 -6258657.15663974 55.4 124.6 "W" 174.44 "R3" "N5" "Strip: 13" 23 "23" "13" 59.7 15525.16 3564.09 "209" "409"
-5136927.15376578 -6258648.69187398 54.77 75.4 "W" 178.81 "R3" "N3" "Strip: 14" 23 "23" "14" 10.5 5685.16 110.25 "209" "410"
-5136927.08578336 -6258640.22753016 57.73 99.8 "W" 172.8 "R3" "N4" "Strip: 15" 23 "23" "15" 34.9 9960.04 1218.01 "209" "411"
-5136935.48228311 -6258631.69455276 49.64 0 "W" 175.43 "R3" "N0" "Strip: 16" 23 "23" "16" -64.9 0 4212.01 "209" "412"
-5136935.4142959 -6258623.23022081 53 50.6 "W" 177.84 "R3" "N2" "Strip: 17" 23 "23" "17" -14.3 2560.36 204.49 "209" "413"
-5136935.34527456 -6258614.76547677 62.6 39 "W" 178.59 "R3" "N1" "Strip: 18" 23 "23" "18" -25.9 1521 670.81 "209" "414"
-5136885.7179652 -6258759.07340015 56.59 124.6 "W" 179.73 "R1" "N5" "Strip: 1" 24 "24" "1" 59.7 15525.16 3564.09 "24" "415"
-5136885.65001273 -6258750.60898219 51.67 75.4 "W" 178.19 "R1" "N3" "Strip: 2" 24 "24" "2" 10.5 5685.16 110.25 "24" "416"
-5136894.04655482 -6258742.07590001 53.92 99.8 "W" 177.75 "R1" "N4" "Strip: 3" 24 "24" "3" 34.9 9960.04 1218.01 "24" "417"
-5136893.97859756 -6258733.61149392 44.44 0 "W" 180 "R1" "N0" "Strip: 4" 24 "24" "4" -64.9 0 4212.01 "24" "418"
-5136893.90960617 -6258725.14667574 58.05 50.6 "W" 181.03 "R1" "N2" "Strip: 5" 24 "24" "5" -14.3 2560.36 204.49 "24" "419"
-5136902.30613867 -6258716.61361729 53.09 39 "W" 180.31 "R1" "N1" "Strip: 6" 24 "24" "6" -25.9 1521 670.81 "24" "420"
-5136902.23817462 -6258708.149228 52.78 124.6 "W" 181.65 "R2" "N5" "Strip: 7" 24 "24" "7" 59.7 15525.16 3564.09 "117" "421"
-5136902.17020858 -6258699.68484363 50.33 75.4 "W" 178.13 "R2" "N3" "Strip: 8" 24 "24" "8" 10.5 5685.16 110.25 "117" "422"
-5136910.56569935 -6258691.15139191 53.21 99.8 "W" 179.95 "R2" "N4" "Strip: 9" 24 "24" "9" 34.9 9960.04 1218.01 "117" "423"
-5136910.49772851 -6258682.68701942 42.58 0 "W" 175.38 "R2" "N0" "Strip: 10" 24 "24" "10" -64.9 0 4212.01 "117" "424"
-5136910.42975569 -6258674.22265184 47.03 50.6 "W" 172.96 "R2" "N2" "Strip: 11" 24 "24" "11" -14.3 2560.36 204.49 "117" "425"
-5136910.36227604 -6258665.75706361 49.42 39 "W" 168.7 "R2" "N1" "Strip: 12" 24 "24" "12" -25.9 1521 670.81 "117" "426"
-5136918.75829138 -6258657.22528518 44.67 124.6 "W" 175.59 "R3" "N5" "Strip: 13" 24 "24" "13" 59.7 15525.16 3564.09 "210" "427"
-5136918.68927964 -6258648.76051738 56.65 75.4 "W" 172.56 "R3" "N3" "Strip: 14" 24 "24" "14" 10.5 5685.16 110.25 "210" "428"
-5136918.6217932 -6258640.29494595 54.37 99.8 "W" 172.02 "R3" "N4" "Strip: 15" 24 "24" "15" 34.9 9960.04 1218.01 "210" "429"
-5136927.01779895 -6258631.76319125 52.09 0 "W" 175.27 "R3" "N0" "Strip: 16" 24 "24" "16" -64.9 0 4212.01 "210" "430"
-5136918.48479191 -6258623.36585198 56.75 50.6 "W" 180.03 "R3" "N2" "Strip: 17" 24 "24" "17" -14.3 2560.36 204.49 "210" "431"
-5136918.41680435 -6258614.90152088 57.96 39 "W" 185.17 "R3" "N1" "Strip: 18" 24 "24" "18" -25.9 1521 670.81 "210" "432"
-5136877.25396184 -6258759.14084862 54.31 124.6 "W" 177.37 "R1" "N5" "Strip: 1" 25 "25" "1" 59.7 15525.16 3564.09 "25" "433"
-5136877.18601019 -6258750.67642862 55.62 75.4 "W" 176.99 "R1" "N3" "Strip: 2" 25 "25" "2" 10.5 5685.16 110.25 "25" "434"
-5136885.58255344 -6258742.14334357 53.33 99.8 "W" 176.59 "R1" "N4" "Strip: 3" 25 "25" "3" 34.9 9960.04 1218.01 "25" "435"
-5136885.51356487 -6258733.67851843 43.54 0 "W" 182.74 "R1" "N0" "Strip: 4" 25 "25" "4" -64.9 0 4212.01 "25" "436"
-5136885.44560644 -6258725.21411523 57.84 50.6 "W" 179.03 "R1" "N2" "Strip: 5" 25 "25" "5" -14.3 2560.36 204.49 "25" "437"
-5136893.8421401 -6258716.68105391 58.79 39 "W" 180.71 "R1" "N1" "Strip: 6" 25 "25" "6" -25.9 1521 670.81 "25" "438"
-5136893.77417687 -6258708.21666259 51.88 124.6 "W" 181.94 "R2" "N5" "Strip: 7" 25 "25" "7" 59.7 15525.16 3564.09 "118" "439"
-5136893.70517951 -6258699.75185917 51.79 75.4 "W" 183.38 "R2" "N3" "Strip: 8" 25 "25" "8" 10.5 5685.16 110.25 "118" "440"
-5136902.10170358 -6258691.21882159 49.28 99.8 "W" 181.04 "R2" "N4" "Strip: 9" 25 "25" "9" 34.9 9960.04 1218.01 "118" "441"
-5136902.03373357 -6258682.75444706 36.08 0 "W" 177.3 "R2" "N0" "Strip: 10" 25 "25" "10" -64.9 0 4212.01 "118" "442"
-5136901.96576157 -6258674.29007745 47.52 50.6 "W" 174.42 "R2" "N2" "Strip: 11" 25 "25" "11" -14.3 2560.36 204.49 "118" "443"
-5136901.89675544 -6258665.82529575 42.94 39 "W" 171.71 "R2" "N1" "Strip: 12" 25 "25" "12" -25.9 1521 670.81 "118" "444"
-5136910.29326711 -6258657.29228887 45.59 124.6 "W" 173.35 "R3" "N5" "Strip: 13" 25 "25" "13" 59.7 15525.16 3564.09 "211" "445"
-5136910.22528832 -6258648.82793605 52.47 75.4 "W" 168.52 "R3" "N3" "Strip: 14" 25 "25" "14" 10.5 5685.16 110.25 "211" "446"
-5136910.15730754 -6258640.36358816 46.58 99.8 "W" 174.71 "R3" "N4" "Strip: 15" 25 "25" "15" 34.9 9960.04 1218.01 "211" "447"
-5136918.55380962 -6258631.83060501 49.15 0 "W" 177.35 "R3" "N0" "Strip: 16" 25 "25" "16" -64.9 0 4212.01 "211" "448"
-5136910.02030789 -6258623.43449012 53.51 50.6 "HT" 178.73 "R3" "N2" "Strip: 17" 25 "25" "17" -14.3 2560.36 204.49 "211" "449"
-5136909.95232115 -6258614.97015698 54.9 39 "HT" 176.03 "R3" "N1" "Strip: 18" 25 "25" "18" -25.9 1521 670.81 "211" "450"
-5136868.78946297 -6258759.20952352 56.21 124.6 "W" 176.16 "R1" "N5" "Strip: 1" 26 "26" "1" 59.7 15525.16 3564.09 "26" "451"
-5136868.72048001 -6258750.74468448 55.5 75.4 "W" 177.84 "R1" "N3" "Strip: 2" 26 "26" "2" 10.5 5685.16 110.25 "26" "452"
-5136877.11702443 -6258742.21159654 53.56 99.8 "W" 178.95 "R1" "N4" "Strip: 3" 26 "26" "3" 34.9 9960.04 1218.01 "26" "453"
-5136877.0490688 -6258733.74718638 46.72 0 "W" 177.07 "R1" "N0" "Strip: 4" 26 "26" "4" -64.9 0 4212.01 "26" "454"
-5136876.9811112 -6258725.28278115 56.78 50.6 "W" 179.24 "R1" "N2" "Strip: 5" 26 "26" "5" -14.3 2560.36 204.49 "26" "455"
-5136885.37764602 -6258716.74971695 52.88 39 "W" 178.87 "R1" "N1" "Strip: 6" 26 "26" "6" -25.9 1521 670.81 "26" "456"
-5136885.30865147 -6258708.28490659 52.35 124.6 "W" 182.02 "R2" "N5" "Strip: 7" 26 "26" "7" 59.7 15525.16 3564.09 "119" "457"
-5136885.24068708 -6258699.82051814 55 75.4 "W" 183.19 "R2" "N3" "Strip: 8" 26 "26" "8" 10.5 5685.16 110.25 "119" "458"
-5136893.63721231 -6258691.28747769 51.22 99.8 "W" 181.69 "R2" "N4" "Strip: 9" 26 "26" "9" 34.9 9960.04 1218.01 "119" "459"
-5136893.56924312 -6258682.82310112 46.19 0 "W" 177.86 "R2" "N0" "Strip: 10" 26 "26" "10" -64.9 0 4212.01 "119" "460"
-5136893.5002398 -6258674.35831247 48.51 50.6 "W" 174.17 "R2" "N2" "Strip: 11" 26 "26" "11" -14.3 2560.36 204.49 "119" "461"
-5136893.43226664 -6258665.89394574 50.48 39 "W" 169.68 "R2" "N1" "Strip: 12" 26 "26" "12" -25.9 1521 670.81 "119" "462"
-5136901.82877946 -6258657.36093598 45.98 124.6 "W" 170.72 "R3" "N5" "Strip: 13" 26 "26" "13" 59.7 15525.16 3564.09 "212" "463"
-5136901.7608015 -6258648.89658113 49.05 75.4 "W" 168.89 "R3" "N3" "Strip: 14" 26 "26" "14" 10.5 5685.16 110.25 "212" "464"
-5136901.69282154 -6258640.43223121 52.2 99.8 "W" 175.02 "R3" "N4" "Strip: 15" 26 "26" "15" 34.9 9960.04 1218.01 "212" "465"
-5136910.08829265 -6258631.89882817 36.09 0 "W" 181.43 "R3" "N0" "Strip: 16" 26 "26" "16" -64.9 0 4212.01 "212" "466"
-5136901.55582354 -6258623.5031291 55.89 50.6 "HT" 169.48 "R3" "N2" "Strip: 17" 26 "26" "17" -14.3 2560.36 204.49 "212" "467"
-5136901.48783762 -6258615.03879393 56.91 39 "HT" 166.17 "R3" "N1" "Strip: 18" 26 "26" "18" -25.9 1521 670.81 "212" "468"
-5136860.32393163 -6258759.27778224 57.16 124.6 "W" 176.33 "R1" "N5" "Strip: 1" 27 "27" "1" 59.7 15525.16 3564.09 "27" "469"
-5136860.25598163 -6258750.81335818 52.21 75.4 "W" 180.94 "R1" "N3" "Strip: 2" 27 "27" "2" 10.5 5685.16 110.25 "27" "470"
-5136868.6525272 -6258742.28026737 51.44 99.8 "W" 179.28 "R1" "N4" "Strip: 3" 27 "27" "3" 34.9 9960.04 1218.01 "27" "471"
-5136868.5845724 -6258733.81585518 43.69 0 "W" 179.72 "R1" "N0" "Strip: 4" 27 "27" "4" -64.9 0 4212.01 "27" "472"
-5136868.51558348 -6258725.35103089 59.56 50.6 "W" 186 "R1" "N2" "Strip: 5" 27 "27" "5" -14.3 2560.36 204.49 "27" "473"
-5136876.91211946 -6258716.81796382 48.5 39 "W" 179.54 "R1" "N1" "Strip: 6" 27 "27" "6" -25.9 1521 670.81 "27" "474"
-5136876.84415788 -6258708.35356843 54.59 124.6 "W" 182.19 "R2" "N5" "Strip: 7" 27 "27" "7" 59.7 15525.16 3564.09 "120" "475"
-5136876.77619431 -6258699.88917796 53.27 75.4 "W" 188.97 "R2" "N3" "Strip: 8" 27 "27" "8" 10.5 5685.16 110.25 "120" "476"
-5136885.1727207 -6258691.35613462 52.91 99.8 "W" 184.36 "R2" "N4" "Strip: 9" 27 "27" "9" 34.9 9960.04 1218.01 "120" "477"
-5136885.10372019 -6258682.89133902 40.58 0 "W" 184.52 "R2" "N0" "Strip: 10" 27 "27" "10" -64.9 0 4212.01 "120" "478"
-5136885.03574984 -6258674.42696534 47.68 50.6 "W" 174.63 "R2" "N2" "Strip: 11" 27 "27" "11" -14.3 2560.36 204.49 "120" "479"
-5136884.96777749 -6258665.96259658 52.68 39 "HT" 173.98 "R2" "N1" "Strip: 12" 27 "27" "12" -25.9 1521 670.81 "120" "480"
-5136893.36429148 -6258657.42958394 49.2 124.6 "W" 166.4 "R3" "N5" "Strip: 13" 27 "27" "13" 59.7 15525.16 3564.09 "213" "481"
-5136893.29631434 -6258648.96522706 54.84 75.4 "HT" 169.23 "R3" "N3" "Strip: 14" 27 "27" "14" 10.5 5685.16 110.25 "213" "482"
-5136893.22730307 -6258640.50045808 54.69 99.8 "HT" 175.77 "R3" "N4" "Strip: 15" 27 "27" "15" 34.9 9960.04 1218.01 "213" "483"
-5136901.62380747 -6258631.96746918 39.12 0 "HT" 172.67 "R3" "N0" "Strip: 16" 27 "27" "16" -64.9 0 4212.01 "213" "484"
-5136893.09183401 -6258623.57054335 52.66 50.6 "HT" 169.6 "R3" "N2" "Strip: 17" 27 "27" "17" -14.3 2560.36 204.49 "213" "485"
-5136893.02384891 -6258615.10620614 54.25 39 "HT" 169.05 "R3" "N1" "Strip: 18" 27 "27" "18" -25.9 1521 670.81 "213" "486"
-5136851.85943208 -6258759.34645882 53.31 124.6 "W" 177.98 "R1" "N5" "Strip: 1" 28 "28" "1" 59.7 15525.16 3564.09 "28" "487"
-5136851.79197807 -6258750.88080713 46.68 75.4 "W" 179.22 "R1" "N3" "Strip: 2" 28 "28" "2" 10.5 5685.16 110.25 "28" "488"
-5136860.18802964 -6258742.34893903 51.49 99.8 "W" 179.1 "R1" "N4" "Strip: 3" 28 "28" "3" 34.9 9960.04 1218.01 "28" "489"
-5136860.11904353 -6258733.8841078 43.48 0 "W" 180.25 "R1" "N0" "Strip: 4" 28 "28" "4" -64.9 0 4212.01 "28" "490"
-5136860.05158273 -6258725.41847291 49.91 50.6 "W" 181.89 "R1" "N2" "Strip: 5" 28 "28" "5" -14.3 2560.36 204.49 "28" "491"
-5136868.44762471 -6258716.88662854 50.86 39 "W" 187.43 "R1" "N1" "Strip: 6" 28 "28" "6" -25.9 1521 670.81 "28" "492"
-5136868.37966394 -6258708.42223112 54.7 124.6 "W" 188.17 "R2" "N5" "Strip: 7" 28 "28" "7" 59.7 15525.16 3564.09 "121" "493"
-5136868.31219636 -6258699.95661303 51.81 75.4 "HT" 182.54 "R2" "N3" "Strip: 8" 28 "28" "8" 10.5 5685.16 110.25 "121" "494"
-5136876.70822875 -6258691.4247924 55.64 99.8 "W" 185.16 "R2" "N4" "Strip: 9" 28 "28" "9" 34.9 9960.04 1218.01 "121" "495"
-5136876.63922906 -6258682.95999476 45.52 0 "HT" 178.49 "R2" "N0" "Strip: 10" 28 "28" "10" -64.9 0 4212.01 "121" "496"
-5136876.57175469 -6258674.49439347 49.87 50.6 "HT" 176.29 "R2" "N2" "Strip: 11" 28 "28" "11" -14.3 2560.36 204.49 "121" "497"
-5136876.50378317 -6258666.03002268 45.07 39 "HT" 178.53 "R2" "N1" "Strip: 12" 28 "28" "12" -25.9 1521 670.81 "121" "498"
-5136884.89980316 -6258657.49823274 49.61 124.6 "HT" 173.74 "R3" "N5" "Strip: 13" 28 "28" "13" 59.7 15525.16 3564.09 "214" "499"
-5136884.83128986 -6258649.03223124 51.53 75.4 "HT" 173.58 "R3" "N3" "Strip: 14" 28 "28" "14" 10.5 5685.16 110.25 "214" "500"
-5136884.76331155 -6258640.56787724 53.88 99.8 "HT" 173.97 "R3" "N4" "Strip: 15" 28 "28" "15" 34.9 9960.04 1218.01 "214" "501"
-5136893.15932195 -6258632.03611104 44.34 0 "HT" 174.17 "R3" "N0" "Strip: 16" 28 "28" "16" -64.9 0 4212.01 "214" "502"
-5136884.62734897 -6258623.639184 51.65 50.6 "HT" 172.52 "R3" "N2" "Strip: 17" 28 "28" "17" -14.3 2560.36 204.49 "214" "503"
-5136884.55833256 -6258615.17442776 53.34 39 "HT" 172.55 "R3" "N1" "Strip: 18" 28 "28" "18" -25.9 1521 670.81 "214" "504"
-5136843.39542736 -6258759.41391065 54.55 124.6 "W" 171.94 "R1" "N5" "Strip: 1" 29 "29" "1" 59.7 15525.16 3564.09 "29" "505"
-5136843.32747901 -6258750.94948252 49.06 75.4 "HT" 174.77 "R1" "N3" "Strip: 2" 29 "29" "2" 10.5 5685.16 110.25 "29" "506"
-5136851.72299477 -6258742.41596895 49.12 99.8 "W" 175.89 "R1" "N4" "Strip: 3" 29 "29" "3" 34.9 9960.04 1218.01 "29" "507"
-5136851.65504161 -6258733.95155269 37.83 0 "HT" 172.63 "R1" "N0" "Strip: 4" 29 "29" "4" -64.9 0 4212.01 "29" "508"
-5136851.58708647 -6258725.48714135 49.32 50.6 "HT" 172.44 "R1" "N2" "Strip: 5" 29 "29" "5" -14.3 2560.36 204.49 "29" "509"
-5136859.98362478 -6258716.95406853 48.51 39 "HT" 177.23 "R1" "N1" "Strip: 6" 29 "29" "6" -25.9 1521 670.81 "29" "510"
-5136859.91566484 -6258708.48966907 52.22 124.6 "HT" 175.05 "R2" "N5" "Strip: 7" 29 "29" "7" 59.7 15525.16 3564.09 "122" "511"
-5136859.84667077 -6258700.02485751 55.17 75.4 "HT" 178.47 "R2" "N3" "Strip: 8" 29 "29" "8" 10.5 5685.16 110.25 "122" "512"
-5136868.24319949 -6258691.49180843 51.81 99.8 "HT" 180.61 "R2" "N4" "Strip: 9" 29 "29" "9" 34.9 9960.04 1218.01 "122" "513"
-5136868.17523276 -6258683.02742577 40.67 0 "HT" 178.97 "R2" "N0" "Strip: 10" 29 "29" "10" -64.9 0 4212.01 "122" "514"
-5136868.10726405 -6258674.56304802 43.47 50.6 "HT" 180.81 "R2" "N2" "Strip: 11" 29 "29" "11" -14.3 2560.36 204.49 "122" "515"
-5136868.03826121 -6258666.09825818 46.16 39 "HT" 177.48 "R2" "N1" "Strip: 12" 29 "29" "12" -25.9 1521 670.81 "122" "516"
-5136876.43477752 -6258657.56523979 44.71 124.6 "HT" 182.07 "R3" "N5" "Strip: 13" 29 "29" "13" 59.7 15525.16 3564.09 "215" "517"
-5136876.36680202 -6258649.10087884 51.25 75.4 "HT" 176.78 "R3" "N3" "Strip: 14" 29 "29" "14" 10.5 5685.16 110.25 "215" "518"
-5136876.29882453 -6258640.63652281 54.45 99.8 "HT" 177.96 "R3" "N4" "Strip: 15" 29 "29" "15" 34.9 9960.04 1218.01 "215" "519"
-5136884.69533125 -6258632.10352816 48.67 0 "HT" 172.28 "R3" "N0" "Strip: 16" 29 "29" "16" -64.9 0 4212.01 "215" "520"
-5136876.16183146 -6258623.7074085 52.12 50.6 "HT" 175.64 "R3" "N2" "Strip: 17" 29 "29" "17" -14.3 2560.36 204.49 "215" "521"
-5136876.09384801 -6258615.24306723 52.22 39 "HT" 171.09 "R3" "N1" "Strip: 18" 29 "29" "18" -25.9 1521 670.81 "215" "522"
-5136834.93092714 -6258759.48258891 54.62 124.6 "HT" 169.76 "R1" "N5" "Strip: 1" 30 "30" "1" 59.7 15525.16 3564.09 "30" "523"
-5136834.86194747 -6258751.01774173 47.16 75.4 "HT" 167.2 "R1" "N3" "Strip: 2" 30 "30" "2" 10.5 5685.16 110.25 "30" "524"
-5136843.25849653 -6258742.4846423 49.15 99.8 "HT" 168.54 "R1" "N4" "Strip: 3" 30 "30" "3" 34.9 9960.04 1218.01 "30" "525"
-5136843.19054419 -6258734.020224 42.01 0 "HT" 170.81 "R1" "N0" "Strip: 4" 30 "30" "4" -64.9 0 4212.01 "30" "526"
-5136843.12258987 -6258725.55581063 47.9 50.6 "HT" 168.42 "R1" "N2" "Strip: 5" 30 "30" "5" -14.3 2560.36 204.49 "30" "527"
-5136851.51912934 -6258717.02273493 50.44 39 "HT" 171.78 "R1" "N1" "Strip: 6" 30 "30" "6" -25.9 1521 670.81 "30" "528"
-5136851.45013809 -6258708.55791643 55.64 124.6 "HT" 169.52 "R2" "N5" "Strip: 7" 30 "30" "7" 59.7 15525.16 3564.09 "123" "529"
-5136851.38217698 -6258700.09351985 54.06 75.4 "HT" 170.16 "R2" "N3" "Strip: 8" 30 "30" "8" 10.5 5685.16 110.25 "123" "530"
-5136859.77870686 -6258691.56046789 53.8 99.8 "HT" 168.53 "R2" "N4" "Strip: 9" 30 "30" "9" 34.9 9960.04 1218.01 "123" "531"
-5136859.71074095 -6258683.09608319 45.45 0 "HT" 171.73 "R2" "N0" "Strip: 10" 30 "30" "10" -64.9 0 4212.01 "123" "532"
-5136859.64174092 -6258674.6312864 47.94 50.6 "HT" 172.51 "R2" "N2" "Strip: 11" 30 "30" "11" -14.3 2560.36 204.49 "123" "533"
-5136859.57377104 -6258666.16691154 44.8 39 "HT" 172.03 "R2" "N1" "Strip: 12" 30 "30" "12" -25.9 1521 670.81 "123" "534"
-5136867.97028852 -6258657.63389027 43.73 124.6 "HT" 181.03 "R3" "N5" "Strip: 13" 30 "30" "13" 59.7 15525.16 3564.09 "216" "535"
-5136867.90231384 -6258649.16952729 50.63 75.4 "HT" 172.76 "R3" "N3" "Strip: 14" 30 "30" "14" 10.5 5685.16 110.25 "216" "536"
-5136867.83433717 -6258640.70516922 52.27 99.8 "HT" 167.26 "R3" "N4" "Strip: 15" 30 "30" "15" 34.9 9960.04 1218.01 "216" "537"
-5136876.23084506 -6258632.1721717 42.83 0 "HT" 175.59 "R3" "N0" "Strip: 16" 30 "30" "16" -64.9 0 4212.01 "216" "538"
-5136867.69734574 -6258623.77605084 52.15 50.6 "HT" 170.31 "R3" "N2" "Strip: 17" 30 "30" "17" -14.3 2560.36 204.49 "216" "539"
-5136867.62936311 -6258615.31170753 47.06 39 "HT" 169.12 "R3" "N1" "Strip: 18" 30 "30" "18" -25.9 1521 670.81 "216" "540"
-5136826.46539444 -6258759.550851 58.34 124.6 "HT" 166.97 "R1" "N5" "Strip: 1" 31 "31" "1" 59.7 15525.16 3564.09 "31" "541"
-5136826.39744772 -6258751.0864188 49.42 75.4 "HT" 167.9 "R1" "N3" "Strip: 2" 31 "31" "2" 10.5 5685.16 110.25 "31" "542"
-5136834.79399795 -6258742.55331649 49.7 99.8 "HT" 165.89 "R1" "N4" "Strip: 3" 31 "31" "3" 34.9 9960.04 1218.01 "31" "543"
-5136834.72604643 -6258734.08889616 42.92 0 "HT" 167.68 "R1" "N0" "Strip: 4" 31 "31" "4" -64.9 0 4212.01 "31" "544"
-5136834.6570608 -6258725.62406374 49.45 50.6 "HT" 166.76 "R1" "N2" "Strip: 5" 31 "31" "5" -14.3 2560.36 204.49 "31" "545"
-5136834.58910531 -6258717.15965325 49.09 39 "HT" 164.7 "R1" "N1" "Strip: 6" 31 "31" "6" -25.9 1521 670.81 "31" "546"
-5136834.52164301 -6258708.69402211 52.66 124.6 "HT" 167.8 "R2" "N5" "Strip: 7" 31 "31" "7" 59.7 15525.16 3564.09 "124" "547"
-5136834.45368354 -6258700.22962146 50.75 75.4 "HT" 167.53 "R2" "N3" "Strip: 8" 31 "31" "8" 10.5 5685.16 110.25 "124" "548"
-5136842.84972058 -6258691.69778933 51.83 99.8 "HT" 167.92 "R2" "N4" "Strip: 9" 31 "31" "9" 34.9 9960.04 1218.01 "124" "549"
-5136842.78121934 -6258683.23175798 43.29 0 "HT" 168.73 "R2" "N0" "Strip: 10" 31 "31" "10" -64.9 0 4212.01 "124" "550"
-5136842.7132531 -6258674.76737413 45.71 50.6 "HT" 169.92 "R2" "N2" "Strip: 11" 31 "31" "11" -14.3 2560.36 204.49 "124" "551"
-5136842.64528486 -6258666.30299519 46.94 39 "HT" 167.32 "R2" "N1" "Strip: 12" 31 "31" "12" -25.9 1521 670.81 "124" "552"
-5136851.04180466 -6258657.76996818 41.43 124.6 "HT" 173.29 "R3" "N5" "Strip: 13" 31 "31" "13" 59.7 15525.16 3564.09 "217" "553"
-5136850.97279949 -6258649.30518412 48.63 75.4 "HT" 173.6 "R3" "N3" "Strip: 14" 31 "31" "14" 10.5 5685.16 110.25 "217" "554"
-5136850.90482446 -6258640.84082198 48.53 99.8 "HT" 169.34 "R3" "N4" "Strip: 15" 31 "31" "15" 34.9 9960.04 1218.01 "217" "555"
-5136867.76532638 -6258632.24039906 47.65 0 "HT" 165.36 "R3" "N0" "Strip: 16" 31 "31" "16" -64.9 0 4212.01 "217" "556"
-5136859.23335485 -6258623.84346845 49.84 50.6 "HT" 171.27 "R3" "N2" "Strip: 17" 31 "31" "17" -14.3 2560.36 204.49 "217" "557"
-5136859.16537304 -6258615.37912311 49.12 39 "HT" 171.53 "R3" "N1" "Strip: 18" 31 "31" "18" -25.9 1521 670.81 "217" "558"
-5136818.0013887 -6258759.61830536 53.04 124.6 "HT" 168.45 "R1" "N5" "Strip: 1" 32 "32" "1" 59.7 15525.16 3564.09 "32" "559"
-5136817.93344281 -6258751.15387112 51.91 75.4 "HT" 169.24 "R1" "N3" "Strip: 2" 32 "32" "2" 10.5 5685.16 110.25 "32" "560"
-5136826.32949902 -6258742.62199152 46.63 99.8 "HT" 170.9 "R1" "N4" "Strip: 3" 32 "32" "3" 34.9 9960.04 1218.01 "32" "561"
-5136826.26101137 -6258734.15592656 37.49 0 "HT" 168.72 "R1" "N0" "Strip: 4" 32 "32" "4" -64.9 0 4212.01 "32" "562"
-5136826.19305869 -6258725.69150912 50.22 50.6 "HT" 167.38 "R1" "N2" "Strip: 5" 32 "32" "5" -14.3 2560.36 204.49 "32" "563"
-5136826.12510402 -6258717.2270966 48 39 "HT" 171.1 "R1" "N1" "Strip: 6" 32 "32" "6" -25.9 1521 670.81 "32" "564"
-5136826.05714737 -6258708.762689 46.88 124.6 "HT" 167.63 "R2" "N5" "Strip: 7" 32 "32" "7" 59.7 15525.16 3564.09 "125" "565"
-5136825.98815659 -6258700.29786931 54.12 75.4 "HT" 166.2 "R2" "N3" "Strip: 8" 32 "32" "8" 10.5 5685.16 110.25 "125" "566"
-5136834.38468996 -6258691.76480873 55.66 99.8 "HT" 165.31 "R2" "N4" "Strip: 9" 32 "32" "9" 34.9 9960.04 1218.01 "125" "567"
-5136834.31672652 -6258683.30041792 43.93 0 "HT" 166.36 "R2" "N0" "Strip: 10" 32 "32" "10" -64.9 0 4212.01 "125" "568"
-5136834.24876109 -6258674.83603204 50.01 50.6 "HT" 167.77 "R2" "N2" "Strip: 11" 32 "32" "11" -14.3 2560.36 204.49 "125" "569"
-5136834.17976154 -6258666.37123407 41.11 39 "HT" 169.05 "R2" "N1" "Strip: 12" 32 "32" "12" -25.9 1521 670.81 "125" "570"
-5136842.5762825 -6258657.83820418 43.45 124.6 "HT" 166.69 "R3" "N5" "Strip: 13" 32 "32" "13" 59.7 15525.16 3564.09 "218" "571"
-5136842.50831029 -6258649.37383509 50.49 75.4 "HT" 171.76 "R3" "N3" "Strip: 14" 32 "32" "14" 10.5 5685.16 110.25 "218" "572"
-5136842.44033609 -6258640.90947092 49.91 99.8 "HT" 172.84 "R3" "N4" "Strip: 15" 32 "32" "15" 34.9 9960.04 1218.01 "218" "573"
-5136859.30133467 -6258632.30781871 37.82 0 "HT" 170.48 "R3" "N0" "Strip: 16" 32 "32" "16" -64.9 0 4212.01 "218" "574"
-5136850.76886846 -6258623.91211247 46.7 50.6 "HT" 173.97 "R3" "N2" "Strip: 17" 32 "32" "17" -14.3 2560.36 204.49 "218" "575"
-5136850.69985534 -6258615.44734809 50.97 39 "HT" 170.44 "R3" "N1" "Strip: 18" 32 "32" "18" -25.9 1521 670.81 "218" "576"
-5136809.53688745 -6258759.68698614 50.45 124.6 "HT" 164.94 "R1" "N5" "Strip: 1" 33 "33" "1" 59.7 15525.16 3564.09 "33" "577"
-5136809.46791025 -6258751.22213286 48.54 75.4 "HT" 163.21 "R1" "N3" "Strip: 2" 33 "33" "2" 10.5 5685.16 110.25 "33" "578"
-5136817.86446279 -6258742.68902479 50 99.8 "HT" 170.52 "R1" "N4" "Strip: 3" 33 "33" "3" 34.9 9960.04 1218.01 "33" "579"
-5136817.79651293 -6258734.2246004 41.69 0 "HT" 168.11 "R1" "N0" "Strip: 4" 33 "33" "4" -64.9 0 4212.01 "33" "580"
